Rank,Title,URL,Score,Genres,Episodes,Premiered,Studio,Type,Source
1450,Tong Ling Fei,https://myanimelist.net/anime/38917/Tong_Ling_Fei,7.63,"Comedy, Drama, Romance, Historical",16,Premiered season not found,Haoliners Animation League,ONA,Web manga
1451,Yama no Susume: Next Summit,https://myanimelist.net/anime/48491/Yama_no_Susume__Next_Summit,7.63,"Adventure, Slice of Life, CGDCT, Iyashikei",12,Fall 2022,8bit,TV,Manga
1452,Yowamushi Pedal: New Generation,https://myanimelist.net/anime/31783/Yowamushi_Pedal__New_Generation,7.63,"Sports, Racing, Shounen",25,Winter 2017,TMS Entertainment,TV,Manga
1453,Ao Haru Ride,https://myanimelist.net/anime/21995/Ao_Haru_Ride,7.63,"Romance, Love Polygon, School, Shoujo",12,Summer 2014,Production I.G,TV,Manga
1454,Bishoujo Senshi Sailor Moon SuperS,https://myanimelist.net/anime/1239/Bishoujo_Senshi_Sailor_Moon_SuperS,7.63,"Romance, Mahou Shoujo, Shoujo",39,Spring 1995,Toei Animation,TV,Manga
1455,Bokura wa Minna Kawai-sou: Hajimete no,https://myanimelist.net/anime/24913/Bokura_wa_Minna_Kawai-sou__Hajimete_no,7.63,"Slice of Life, Love Status Quo, School, Seinen",1,Premiered season not found,Brain's Base,Special,Manga
1456,Bounen no Xamdou,https://myanimelist.net/anime/4177/Bounen_no_Xamdou,7.63,"Action, Adventure, Sci-Fi, Military",26,Premiered season not found,Bones,ONA,Source not found
1457,Cardcaptor Sakura Movie 1,https://myanimelist.net/anime/371/Cardcaptor_Sakura_Movie_1,7.63,"Award Winning, Comedy, Drama, Mahou Shoujo, Shoujo",1,Premiered season not found,Madhouse,Movie,Manga
1458,Daa! Daa! Daa!,https://myanimelist.net/anime/233/Daa_Daa_Daa,7.63,"Comedy, Sci-Fi, Childcare, Shoujo",78,Spring 2000,J.C.Staff,TV,Manga
1459,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,https://myanimelist.net/anime/2673/Doraemon_Movie_27__Nobita_no_Shin_Makai_Daibouken_-_7-nin_no_Mahoutsukai,7.63,"Adventure, Comedy, Fantasy",1,Premiered season not found,Shin-Ei Animation,Movie,Source not found
1460,Flip Flappers,https://myanimelist.net/anime/32979/Flip_Flappers,7.63,"Adventure, Comedy, Fantasy, Sci-Fi, Mahou Shoujo",13,Fall 2016,Studio 3Hz,TV,Source not found
1461,Genshiken,https://myanimelist.net/anime/240/Genshiken,7.63,"Slice of Life, Adult Cast, Otaku Culture, Parody, Seinen",12,Fall 2004,Palm Studio,TV,Manga
1462,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,https://myanimelist.net/anime/9288/Heartcatch_Precure_Movie__Hana_no_Miyako_de_Fashion_Show_desu_ka,7.63,Mahou Shoujo,1,Premiered season not found,Toei Animation,Movie,Source not found
1463,Hirogaru Sky! Precure,https://myanimelist.net/anime/53716/Hirogaru_Sky_Precure,7.63,"Action, Mahou Shoujo",50,Winter 2023,Toei Animation,TV,Source not found
1464,Inuyashiki,https://myanimelist.net/anime/34542/Inuyashiki,7.63,"Action, Drama, Sci-Fi, Suspense, Gore, Psychological, Seinen",11,Fall 2017,MAPPA,TV,Manga
1465,Aggressive Retsuko,https://myanimelist.net/anime/32977/Aggressive_Retsuko,7.62,"Comedy, Anthropomorphic, Music, Workplace",100,Spring 2016,Fanworks,TV,Source not found
1466,AKB0048: Next Stage,https://myanimelist.net/anime/14941/AKB0048__Next_Stage,7.62,"Sci-Fi, Idols (Female), Music",13,Winter 2013,Satelight,TV,Source not found
1467,Bleach Movie 4: Jigoku-hen,https://myanimelist.net/anime/8247/Bleach_Movie_4__Jigoku-hen,7.62,"Action, Adventure, Supernatural, Shounen",1,Premiered season not found,Pierrot,Movie,Manga
1468,Break Blade Movie 1: Kakusei no Toki,https://myanimelist.net/anime/6772/Break_Blade_Movie_1__Kakusei_no_Toki,7.62,"Action, Fantasy, Adult Cast, Mecha, Military, Shounen",1,Premiered season not found,Production I.G,Movie,Manga
1469,Di Yi Xulie,https://myanimelist.net/anime/55733/Di_Yi_Xulie,7.62,"Action, Adventure, Fantasy, Sci-Fi",16,Premiered season not found,Passion Paint Animation,ONA,Source not found
1470,Diamond no Ace: Second Season OVA,https://myanimelist.net/anime/34349/Diamond_no_Ace__Second_Season_OVA,7.62,"Sports, School, Team Sports, Shounen",2,Premiered season not found,Production I.G,OVA,Manga
1471,Doraemon Movie 07: Nobita to Tetsujin Heidan,https://myanimelist.net/anime/2665/Doraemon_Movie_07__Nobita_to_Tetsujin_Heidan,7.62,"Adventure, Comedy, Fantasy, Mecha, Kids, Shounen",1,Premiered season not found,Shin-Ei Animation,Movie,Manga
1472,Feng Ling Yu Xiu 2nd Season,https://myanimelist.net/anime/55692/Feng_Ling_Yu_Xiu_2nd_Season,7.62,"Action, Adventure, Martial Arts",12,Premiered season not found,Sunflowers,ONA,Source not found
1473,Free!: FrFr - Short Movie,https://myanimelist.net/anime/19671/Free__FrFr_-_Short_Movie,7.62,"Comedy, Sports",7,Premiered season not found,Kyoto Animation,Special,Light novel
1474,Genshiken OVA,https://myanimelist.net/anime/1813/Genshiken_OVA,7.62,"Slice of Life, Adult Cast, Otaku Culture, Parody, Seinen",3,Premiered season not found,Ajia-do,OVA,Manga
1475,Gensou Mangekyou: The Memories of Phantasm,https://myanimelist.net/anime/55315/Gensou_Mangekyou__The_Memories_of_Phantasm,7.62,Fantasy,18,Premiered season not found,add some,OVA,Source not found
1476,Heion Sedai no Idaten-tachi,https://myanimelist.net/anime/42625/Heion_Sedai_no_Idaten-tachi,7.62,"Action, Adventure, Fantasy, Mythology, Seinen",11,Summer 2021,MAPPA,TV,Manga
1477,Ichigo Mashimaro,https://myanimelist.net/anime/488/Ichigo_Mashimaro,7.62,"Slice of Life, CGDCT, Iyashikei",12,Summer 2005,Daume,TV,Manga
1478,K: Missing Kings,https://myanimelist.net/anime/16904/K__Missing_Kings,7.62,"Action, Super Power",1,Premiered season not found,GoHands,Movie,Source not found
1479,Konnichiwa Anne: Before Green Gables,https://myanimelist.net/anime/5494/Konnichiwa_Anne__Before_Green_Gables,7.62,"Drama, Historical",39,Spring 2009,Nippon Animation,TV,Source not found
1480,Koyomimonogatari,https://myanimelist.net/anime/32268/Koyomimonogatari,7.62,"Comedy, Mystery, Supernatural",12,Premiered season not found,Shaft,ONA,Light novel
1481,Kyou kara Maou!,https://myanimelist.net/anime/251/Kyou_kara_Maou,7.62,"Adventure, Comedy, Fantasy, Isekai, Shoujo",78,Spring 2004,Studio Deen,TV,Light novel
1482,Kyoukai no Kanata: Shinonome,https://myanimelist.net/anime/23385/Kyoukai_no_Kanata__Shinonome,7.62,"Action, Supernatural",1,Premiered season not found,Kyoto Animation,Special,Light novel
1483,Lupin III,https://myanimelist.net/anime/1412/Lupin_III,7.62,"Action, Adventure, Comedy, Mystery, Adult Cast, Seinen",23,Fall 1971,Tokyo Movie Shinsha,TV,Manga
1484,Maria-sama ga Miteru: Haru,https://myanimelist.net/anime/444/Maria-sama_ga_Miteru__Haru,7.62,"Drama, Girls Love, School, Shoujo",13,Summer 2004,Studio Deen,TV,Light novel
1485,Mashle,https://myanimelist.net/anime/52211/Mashle,7.62,"Action, Comedy, Fantasy, Gag Humor, Parody, School, Shounen",12,Spring 2023,A-1 Pictures,TV,Manga
1486,Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,https://myanimelist.net/anime/7471/Meitantei_Conan_Movie_09__Suihei_Senjou_no_Strategy_Recap,7.62,"Adventure, Comedy, Mystery, Detective, Shounen",1,Premiered season not found,TMS Entertainment,TV Special,Manga
1487,Meitantei Conan: Conan vs. Kid - Shark & Jewel,https://myanimelist.net/anime/9785/Meitantei_Conan__Conan_vs_Kid_-_Shark___Jewel,7.62,"Adventure, Comedy, Mystery, Detective, Shounen",1,Premiered season not found,add some,Movie,Manga
1488,Ojamajo Carnival!!,https://myanimelist.net/anime/58535/Ojamajo_Carnival,7.62,Mahou Shoujo,1,Premiered season not found,Toei Animation,ONA,Source not found
1489,Orange,https://myanimelist.net/anime/32729/Orange,7.62,"Drama, Romance, Sci-Fi, Love Polygon, School, Time Travel, Shoujo",13,Summer 2016,Telecom Animation Film,TV,Manga
1490,Osomatsu-san 2nd Season,https://myanimelist.net/anime/35067/Osomatsu-san_2nd_Season,7.62,"Comedy, Gag Humor, Parody",25,Fall 2017,Pierrot,TV,Manga
1491,Overlord Movie 1: Fushisha no Ou,https://myanimelist.net/anime/34161/Overlord_Movie_1__Fushisha_no_Ou,7.62,"Action, Fantasy, Isekai, Video Game",1,Premiered season not found,Madhouse,Movie,Light novel
1492,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,https://myanimelist.net/anime/50672/Sasaki_to_Miyano__Koi_ni_Kizuku_Mae_no_Chotto_Shita_Hanashi,7.62,"Boys Love, Otaku Culture, School",1,Premiered season not found,Studio Deen,OVA,Manga
1493,Seikai no Monshou,https://myanimelist.net/anime/290/Seikai_no_Monshou,7.62,"Action, Romance, Sci-Fi, Military, Space",13,Winter 1999,Sunrise,TV,Light novel
1494,Seikai no Senki III,https://myanimelist.net/anime/398/Seikai_no_Senki_III,7.62,"Action, Romance, Sci-Fi, Military, Space",2,Premiered season not found,Sunrise,OVA,Light novel
1495,Sekaiichi Hatsukoi,https://myanimelist.net/anime/9926/Sekaiichi_Hatsukoi,7.62,"Boys Love, Adult Cast, Otaku Culture, Workplace",12,Spring 2011,Studio Deen,TV,Manga
1496,Servant x Service,https://myanimelist.net/anime/18119/Servant_x_Service,7.62,"Comedy, Adult Cast, Workplace, Seinen",13,Summer 2013,A-1 Pictures,TV,4-koma manga
1497,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,https://myanimelist.net/anime/582/Sexy_Commando_Gaiden__Sugoi_yo_Masaru-san,7.62,"Action, Comedy, Gag Humor, Martial Arts, School, Shounen",48,Winter 1998,Magic Bus,TV,Manga
1498,Shixiong A Shixiong,https://myanimelist.net/anime/54123/Shixiong_A_Shixiong,7.62,"Action, Adventure, Fantasy, Historical, Martial Arts",13,Premiered season not found,Sparkly Key Animation Studio,ONA,Source not found
1499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,https://myanimelist.net/anime/2499/Slam_Dunk__Hoero_Basketman-damashii_Hanamichi_to_Rukawa_no_Atsuki_Natsu,7.62,"Sports, School, Team Sports, Shounen",1,Premiered season not found,Toei Animation,Movie,Manga
1500,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,https://myanimelist.net/anime/25729/Tamayura__Sotsugyou_Shashin_Part_1_-_Kizashi,7.62,"Slice of Life, CGDCT, Iyashikei",1,Premiered season not found,TYO Animations,Movie,Source not found
1501,Trapp Ikka Monogatari,https://myanimelist.net/anime/2557/Trapp_Ikka_Monogatari,7.62,"Drama, Romance, Childcare, Historical, Music",40,Winter 1991,Nippon Animation,TV,Source not found
1502,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,https://myanimelist.net/anime/33064/Uchuu_Senkan_Yamato_2202__Ai_no_Senshi-tachi,7.62,"Action, Drama, Sci-Fi, Adult Cast, Military, Space",26,Premiered season not found,Xebec,OVA,Source not found
1503,Senki Zesshou Symphogear AXZ,https://myanimelist.net/anime/32836/Senki_Zesshou_Symphogear_AXZ,7.61,"Action, Sci-Fi, Idols (Female), Music",13,Summer 2017,Satelight,TV,Source not found
1504,Shingeki no Bahamut: Genesis,https://myanimelist.net/anime/21843/Shingeki_no_Bahamut__Genesis,7.61,"Action, Adventure, Fantasy",12,Fall 2014,MAPPA,TV,Source not found
1505,Shinigami Bocchan to Kuro Maid 2nd Season,https://myanimelist.net/anime/49858/Shinigami_Bocchan_to_Kuro_Maid_2nd_Season,7.61,"Comedy, Fantasy, Romance, Love Status Quo, Urban Fantasy",12,Summer 2023,J.C.Staff,TV,Web manga
1506,Soukyuu no Fafner: Dead Aggressor - Exodus Part 2,https://myanimelist.net/anime/30549/Soukyuu_no_Fafner__Dead_Aggressor_-_Exodus_Part_2,7.61,"Action, Drama, Sci-Fi, Mecha, Military",13,Fall 2015,I.Gzwei,TV,Source not found
1507,Tenchi Muyou! Ryououki,https://myanimelist.net/anime/539/Tenchi_Muyou_Ryououki,7.61,"Action, Comedy, Sci-Fi, Space",6,Premiered season not found,AIC,OVA,Source not found
1508,Tenchi Muyou! Ryououki 2nd Season,https://myanimelist.net/anime/540/Tenchi_Muyou_Ryououki_2nd_Season,7.61,"Action, Comedy, Sci-Fi, Harem, Space",6,Premiered season not found,AIC,OVA,Source not found
1509,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,https://myanimelist.net/anime/17437/The_iDOLMSTER_Movie__Kagayaki_no_Mukougawa_e,7.61,"Comedy, Drama, Idols (Female), Music",1,Premiered season not found,A-1 Pictures,Movie,Source not found
1510,Tonikaku Kawaii 2nd Season,https://myanimelist.net/anime/50307/Tonikaku_Kawaii_2nd_Season,7.61,"Comedy, Romance, Shounen",12,Spring 2023,Seven Arcs,TV,Manga
1511,Utawarerumono,https://myanimelist.net/anime/856/Utawarerumono,7.61,"Action, Drama, Fantasy, Sci-Fi",26,Spring 2006,OLM,TV,Source not found
1512,Aikatsu Stars!,https://myanimelist.net/anime/32717/Aikatsu_Stars,7.61,"Slice of Life, Idols (Female), Music, School",100,Spring 2016,Bandai Namco Pictures,TV,Source not found
1513,Blood+,https://myanimelist.net/anime/150/Blood_,7.61,"Action, Drama, Horror, Mystery, Supernatural, Gore, Military, Vampire",50,Fall 2005,Production I.G,TV,Source not found
1514,D4DJ First Mix,https://myanimelist.net/anime/39681/D4DJ_First_Mix,7.61,"Idols (Female), Music, School",13,Fall 2020,SANZIGEN,TV,Source not found
1515,Digimon Adventure tri. 3: Kokuhaku,https://myanimelist.net/anime/32551/Digimon_Adventure_tri_3__Kokuhaku,7.61,"Action, Adventure, Comedy, Drama",1,Premiered season not found,Toei Animation,Movie,Source not found
1516,Eikoku Koi Monogatari Emma,https://myanimelist.net/anime/345/Eikoku_Koi_Monogatari_Emma,7.61,"Drama, Romance, Adult Cast, Historical, Seinen",12,Spring 2005,Pierrot,TV,Manga
1517,Free! Eternal Summer,https://myanimelist.net/anime/22265/Free_Eternal_Summer,7.61,"Sports, School",13,Summer 2014,Kyoto Animation,TV,Source not found
1518,Fune wo Amu,https://myanimelist.net/anime/32948/Fune_wo_Amu,7.61,"Award Winning, Drama, Romance, Adult Cast, Workplace",11,Fall 2016,Zexcs,TV,Source not found
1519,Fushigi Yuugi,https://myanimelist.net/anime/123/Fushigi_Yuugi,7.61,"Action, Adventure, Fantasy, Romance, Historical, Isekai, Martial Arts, Reverse Harem, Shoujo",52,Spring 1995,Pierrot,TV,Manga
1520,Gabriel DropOut Specials,https://myanimelist.net/anime/34855/Gabriel_DropOut_Specials,7.61,"Comedy, Supernatural, CGDCT, Mythology, School, Shounen",2,Premiered season not found,Doga Kobo,Special,Manga
1521,Gakkougurashi!,https://myanimelist.net/anime/24765/Gakkougurashi,7.61,"Horror, Mystery, Slice of Life, Supernatural, Suspense, Psychological, School, Survival",12,Summer 2015,Lerche,TV,Manga
1522,Hakkenden: Touhou Hakken Ibun 2nd Season,https://myanimelist.net/anime/18055/Hakkenden__Touhou_Hakken_Ibun_2nd_Season,7.61,"Action, Fantasy, Mystery, Mythology, Shoujo",13,Summer 2013,Studio Deen,TV,Manga
1523,High School Fleet Movie,https://myanimelist.net/anime/37704/High_School_Fleet_Movie,7.61,"Action, Military, School",1,Premiered season not found,A-1 Pictures,Movie,Source not found
1524,Huyao Xiao Hongniang: Yue Hong,https://myanimelist.net/anime/33446/Huyao_Xiao_Hongniang__Yue_Hong,7.61,"Comedy, Romance, Supernatural, Historical",13,Premiered season not found,Haoliners Animation League,ONA,Manga
1525,Jigoku Shoujo Mitsuganae,https://myanimelist.net/anime/3713/Jigoku_Shoujo_Mitsuganae,7.61,"Horror, Mystery, Supernatural, Suspense, Psychological",26,Fall 2008,Studio Deen,TV,Source not found
